satisfaction,evaluation,number_of_projects,average_montly_hours,time_spend_company,work_accident,churn,promotion,department,salary
0.44,0.53,two,149.0,3+,no,yes,no,sales,low
0.89,0.85,five,266.0,5+,no,yes,no,sales,low
0.42,0.56,two,149.0,3+,no,yes,no,sales,low
0.87,1.0,five,242.0,5+,no,yes,no,sales,low
0.45,0.57,two,134.0,3+,no,yes,no,sales,low
0.11,0.87,five,271.0,4+,no,yes,no,sales,low
0.09,0.79,six,275.0,4+,no,yes,no,sales,low
0.76,0.83,five,227.0,5+,no,yes,no,sales,low
0.11,0.96,seven,277.0,5+,no,yes,no,sales,low
0.37,0.49,two,151.0,3+,no,yes,no,sales,low
0.1,0.79,six,274.0,4+,no,yes,no,sales,low
0.77,0.87,four,242.0,6+,no,yes,no,sales,low
0.42,0.54,two,143.0,3+,yes,yes,no,sales,low
0.38,0.52,two,145.0,3+,no,yes,no,sales,low
0.32,0.95,five,172.0,2+,no,yes,no,sales,low
0.38,0.49,two,135.0,3+,no,yes,no,accounting,low
0.19,1.0,four,192.0,4+,no,yes,no,accounting,low
0.1,0.83,seven,276.0,4+,no,yes,no,accounting,low
0.76,0.88,four,206.0,4+,no,yes,no,hr,medium
0.53,0.56,four,281.0,6+,no,yes,no,hr,medium
0.39,0.51,two,151.0,3+,no,yes,no,hr,medium
0.11,0.83,six,244.0,4+,no,yes,no,hr,medium
0.1,0.94,six,309.0,4+,no,yes,no,technical,medium
0.84,1.0,five,218.0,5+,no,yes,no,technical,medium
0.82,0.99,four,263.0,6+,no,yes,no,technical,medium
0.1,0.82,six,244.0,4+,no,yes,no,technical,medium
0.59,0.49,seven,263.0,4+,no,yes,no,technical,medium
0.44,0.48,two,143.0,3+,no,yes,no,technical,medium
0.89,0.95,two,181.0,5+,no,yes,no,technical,medium
0.91,0.84,five,265.0,5+,no,yes,no,technical,medium
0.66,0.57,five,161.0,5+,no,yes,no,technical,high
0.11,0.87,seven,282.0,5+,no,yes,no,technical,low
0.43,0.51,two,155.0,3+,no,yes,no,technical,medium
0.78,0.83,four,217.0,6+,no,yes,no,support,medium
0.11,0.97,six,289.0,5+,no,yes,no,support,medium
0.83,0.98,four,259.0,5+,no,yes,no,support,medium
0.39,0.54,two,158.0,3+,no,yes,no,support,low
0.38,0.55,two,158.0,3+,no,yes,no,support,low
0.37,0.57,two,155.0,3+,no,yes,no,support,low
0.44,0.48,two,146.0,3+,no,yes,no,support,low
0.53,0.85,two,164.0,5+,no,yes,no,support,low
0.09,0.96,six,259.0,4+,no,yes,no,support,low
0.11,0.89,six,293.0,4+,no,yes,no,support,low
0.83,0.96,five,275.0,5+,no,yes,no,support,low
0.88,1.0,five,219.0,6+,yes,yes,no,technical,low
0.1,0.89,six,247.0,4+,no,yes,no,technical,low
0.09,0.86,seven,309.0,4+,no,yes,no,technical,low
0.44,0.54,two,151.0,3+,no,yes,no,management,low
0.39,0.51,two,129.0,3+,no,yes,no,IT,low
0.87,0.94,four,274.0,5+,no,yes,no,IT,low
0.74,0.99,four,233.0,5+,no,yes,no,IT,low
0.1,0.95,seven,289.0,4+,no,yes,no,IT,low
0.74,0.82,four,239.0,6+,no,yes,no,IT,low
0.75,0.99,five,221.0,5+,no,yes,no,product_mng,low
0.41,0.56,two,150.0,3+,no,yes,no,product_mng,low
0.41,0.45,two,144.0,3+,yes,yes,no,product_mng,low
0.09,0.9,seven,289.0,4+,no,yes,no,product_mng,low
0.09,0.8,six,301.0,5+,no,yes,no,IT,medium
0.39,0.57,two,145.0,3+,no,yes,no,accounting,medium
0.4,0.56,two,137.0,3+,no,yes,no,accounting,medium
0.37,0.54,two,131.0,3+,yes,yes,no,hr,medium
0.1,0.84,six,246.0,4+,no,yes,no,hr,medium
0.43,0.51,two,136.0,3+,no,yes,no,hr,medium
0.75,0.85,five,240.0,6+,yes,yes,no,marketing,medium
0.37,0.56,two,156.0,3+,no,yes,no,sales,medium
0.11,0.85,six,305.0,4+,no,yes,no,accounting,medium
0.45,0.45,two,154.0,3+,yes,yes,no,support,medium
0.87,1.0,five,261.0,5+,yes,yes,no,technical,medium
0.11,0.94,seven,244.0,4+,no,yes,no,management,medium
0.45,0.54,two,129.0,3+,no,yes,no,marketing,high
0.81,0.87,four,254.0,5+,no,yes,no,marketing,low
0.77,0.91,five,236.0,5+,no,yes,no,marketing,medium
0.89,0.92,five,237.0,5+,no,yes,no,sales,medium
0.43,0.49,two,135.0,3+,no,yes,no,sales,medium
0.78,1.0,five,236.0,5+,no,yes,no,sales,medium
0.37,0.47,two,149.0,3+,no,yes,no,sales,low
0.37,0.5,two,141.0,3+,no,yes,no,sales,low
0.85,0.82,four,270.0,5+,no,yes,no,sales,low
0.41,0.47,two,138.0,3+,no,yes,no,sales,low
0.11,0.96,six,298.0,4+,no,yes,no,sales,low
0.75,0.99,five,254.0,5+,no,yes,no,sales,low
0.82,0.85,five,248.0,5+,no,yes,no,sales,low
0.79,1.0,five,257.0,6+,no,yes,no,sales,low
0.43,0.53,two,150.0,3+,no,yes,no,sales,low
0.1,0.9,seven,281.0,4+,no,yes,no,sales,low
0.46,0.48,two,141.0,3+,yes,yes,no,sales,low
0.43,0.57,two,157.0,3+,no,yes,no,sales,low
0.43,0.55,two,136.0,3+,no,yes,no,sales,low
0.11,0.8,seven,296.0,4+,no,yes,no,sales,low
0.09,0.86,six,279.0,4+,no,yes,no,sales,low
0.37,0.53,two,131.0,3+,no,yes,no,sales,low
0.4,0.57,two,160.0,3+,no,yes,no,accounting,low
0.1,0.77,seven,291.0,4+,no,yes,no,accounting,low
0.41,0.53,two,157.0,3+,no,yes,no,accounting,low
0.79,0.58,three,294.0,4+,no,yes,no,hr,low
0.11,0.79,seven,310.0,4+,no,yes,no,hr,low
0.1,0.97,six,282.0,4+,no,yes,no,hr,medium
0.44,0.51,two,134.0,3+,no,yes,no,hr,medium
0.25,0.46,four,214.0,4+,no,yes,no,technical,medium
0.44,0.52,two,137.0,3+,no,yes,no,technical,medium
0.73,1.0,four,252.0,5+,no,yes,no,technical,medium
0.75,0.97,five,243.0,6+,no,yes,no,technical,medium
0.36,0.47,two,148.0,3+,no,yes,no,technical,medium
0.37,0.49,two,151.0,3+,no,yes,no,technical,medium
0.39,0.49,two,129.0,3+,no,yes,no,technical,medium
0.48,0.78,two,198.0,2+,no,yes,no,technical,medium
0.57,0.72,four,275.0,6+,no,yes,no,technical,medium
0.9,0.96,five,243.0,5+,no,yes,no,technical,medium
0.39,0.55,two,159.0,3+,no,yes,no,technical,high
0.44,0.51,two,145.0,3+,no,yes,no,support,low
0.81,0.88,five,242.0,5+,no,yes,no,support,medium
0.74,0.87,five,242.0,5+,no,yes,no,support,medium
0.44,0.56,two,145.0,3+,no,yes,no,support,medium
0.41,0.56,two,154.0,3+,no,yes,yes,support,medium
0.4,0.51,two,139.0,3+,no,yes,no,support,low
0.46,0.57,two,152.0,3+,no,yes,no,support,low
0.8,0.83,two,211.0,3+,no,yes,no,support,low
0.87,0.9,five,258.0,5+,no,yes,no,support,low
0.39,0.54,two,155.0,3+,no,yes,no,support,low
0.38,0.55,two,148.0,3+,no,yes,no,support,low
0.66,0.67,two,255.0,3+,no,yes,no,technical,low
0.1,0.8,six,264.0,4+,no,yes,no,technical,low
0.37,0.54,two,132.0,3+,no,yes,no,technical,low
0.1,0.77,six,255.0,4+,no,yes,no,management,low
0.09,0.87,five,263.0,4+,no,yes,no,IT,low
0.86,0.84,five,222.0,5+,no,yes,no,IT,low
0.11,0.9,six,263.0,4+,no,yes,no,IT,low
0.37,0.46,two,157.0,3+,no,yes,no,IT,low
0.11,0.92,seven,307.0,4+,no,yes,no,IT,low
0.77,0.98,five,259.0,6+,no,yes,no,product_mng,low
0.84,0.94,five,222.0,6+,no,yes,no,product_mng,low
0.1,0.84,seven,250.0,4+,no,yes,no,product_mng,low
0.83,0.9,five,245.0,5+,no,yes,no,product_mng,low
0.11,0.79,six,292.0,4+,no,yes,no,IT,low
0.86,0.92,five,252.0,5+,no,yes,no,RandD,low
0.38,0.56,two,161.0,3+,no,yes,no,RandD,medium
0.11,0.88,five,250.0,4+,no,yes,no,RandD,medium
0.45,0.49,two,134.0,3+,no,yes,no,RandD,medium
0.1,0.85,seven,279.0,4+,no,yes,no,RandD,medium
0.09,0.95,seven,256.0,4+,no,yes,no,marketing,medium
0.39,0.53,two,127.0,3+,no,yes,no,sales,medium
0.37,0.47,two,138.0,3+,yes,yes,no,accounting,medium
0.81,0.97,five,243.0,5+,no,yes,no,support,medium
0.09,0.9,seven,296.0,4+,no,yes,no,technical,medium
0.1,0.88,seven,267.0,4+,no,yes,no,management,medium
0.39,0.49,two,144.0,3+,no,yes,no,marketing,medium
0.83,0.95,four,251.0,5+,no,yes,no,marketing,medium
0.45,0.57,two,148.0,3+,no,yes,no,marketing,high
0.43,0.51,two,141.0,3+,no,yes,no,sales,low
0.8,0.75,three,268.0,2+,no,yes,no,sales,medium
0.1,0.86,six,247.0,4+,no,yes,no,sales,medium
0.1,0.55,two,247.0,4+,no,yes,no,sales,medium
0.36,0.52,two,146.0,3+,no,yes,no,sales,medium
0.38,0.5,two,140.0,3+,no,yes,no,sales,low
0.78,0.98,five,263.0,6+,no,yes,no,sales,low
0.44,0.49,two,145.0,3+,no,yes,no,sales,low
0.41,0.46,two,156.0,3+,yes,yes,no,sales,low
0.72,0.85,five,244.0,6+,no,yes,no,sales,low
0.46,0.54,two,144.0,3+,no,yes,no,sales,low
0.1,0.9,seven,286.0,4+,no,yes,no,sales,low
0.34,0.67,four,141.0,2+,no,yes,no,sales,low
0.11,0.89,six,260.0,5+,no,yes,no,sales,low
0.38,0.56,two,154.0,3+,no,yes,no,sales,low
0.82,0.92,five,225.0,5+,no,yes,no,,low
0.39,0.57,two,127.0,3+,no,yes,no,sales,low
0.44,0.53,two,140.0,3+,no,yes,no,sales,low
0.43,0.52,two,147.0,3+,no,yes,no,sales,low
0.84,0.83,four,227.0,5+,no,yes,no,accounting,low
0.43,0.48,two,153.0,3+,no,yes,no,accounting,low
0.37,0.52,two,128.0,3+,no,yes,no,accounting,low
0.74,0.97,four,228.0,5+,no,yes,no,hr,low
0.73,0.97,five,235.0,5+,no,yes,no,hr,low
0.37,0.47,two,148.0,3+,no,yes,no,hr,low
0.58,0.62,four,238.0,3+,no,yes,no,hr,low
0.4,0.54,two,141.0,3+,no,yes,no,technical,medium
0.51,0.83,five,249.0,4+,no,yes,no,technical,medium
0.46,0.5,two,151.0,3+,no,yes,no,technical,medium
0.45,0.54,two,129.0,3+,no,yes,no,technical,medium
0.46,0.5,two,156.0,3+,no,yes,no,technical,medium
0.39,0.45,two,134.0,3+,no,yes,no,technical,medium
0.09,0.88,six,269.0,4+,no,yes,no,technical,medium
0.09,0.77,six,290.0,4+,no,yes,no,technical,medium
0.37,0.51,two,132.0,3+,no,yes,no,technical,medium
0.1,0.89,seven,308.0,4+,no,yes,no,technical,medium
0.77,1.0,four,232.0,5+,no,yes,no,technical,medium
0.79,0.86,five,235.0,5+,no,yes,no,support,medium
0.43,0.55,two,130.0,3+,no,yes,no,support,high
0.38,0.53,two,146.0,3+,no,yes,no,support,low
0.77,0.91,five,221.0,6+,no,yes,no,support,medium
0.44,0.5,two,130.0,3+,no,yes,no,support,medium
0.39,0.46,two,136.0,3+,no,yes,no,support,medium
0.78,0.89,five,274.0,6+,no,yes,no,support,medium
0.1,0.79,six,256.0,5+,no,yes,no,support,low
0.1,0.77,five,276.0,4+,no,yes,no,support,low
0.75,0.85,five,267.0,5+,no,yes,no,support,low
0.46,0.62,six,213.0,3+,no,yes,no,support,low
0.91,0.97,four,274.0,6+,no,yes,no,technical,low
0.1,0.92,six,258.0,4+,no,yes,no,technical,low
0.72,0.6,three,153.0,5+,no,yes,no,technical,low
0.11,0.95,six,245.0,4+,no,yes,no,management,low
0.11,0.94,six,264.0,4+,no,yes,no,IT,low
0.46,0.57,two,154.0,3+,no,yes,no,IT,low
0.37,0.46,two,149.0,3+,no,yes,no,IT,low
0.46,0.5,two,157.0,3+,no,yes,no,IT,low
0.43,0.57,two,127.0,3+,no,yes,no,IT,low
0.11,0.82,six,270.0,4+,no,yes,no,product_mng,low
0.73,0.89,five,236.0,6+,no,yes,no,product_mng,low
0.43,0.47,two,158.0,3+,no,yes,no,product_mng,low
0.86,1.0,five,229.0,5+,no,yes,no,product_mng,low
0.1,0.83,six,269.0,4+,no,yes,no,IT,low
0.4,0.49,two,128.0,3+,no,yes,no,sales,low
0.11,0.87,seven,278.0,4+,no,yes,no,sales,low
0.86,0.98,three,158.0,5+,no,yes,no,sales,low
0.42,1.0,three,202.0,3+,no,yes,no,sales,medium
0.79,0.84,four,240.0,5+,no,yes,no,sales,medium
0.1,0.96,seven,255.0,4+,no,yes,no,marketing,medium
0.09,0.92,seven,254.0,4+,no,yes,no,sales,medium
0.09,0.82,six,257.0,4+,no,yes,no,accounting,medium
0.87,1.0,four,228.0,5+,no,yes,no,support,medium
0.36,0.49,two,145.0,3+,no,yes,no,technical,medium
0.42,0.75,three,218.0,4+,no,yes,no,management,medium
0.84,0.86,five,268.0,5+,no,yes,no,marketing,medium
0.1,0.83,six,278.0,4+,no,yes,no,marketing,medium
0.78,0.71,three,249.0,5+,no,yes,no,marketing,medium
0.35,0.99,three,236.0,4+,no,yes,no,sales,medium
0.1,0.81,seven,291.0,4+,no,yes,no,sales,high
0.11,0.8,six,306.0,4+,no,yes,no,sales,low
0.43,0.48,two,135.0,3+,no,yes,no,sales,medium
0.38,0.45,two,156.0,3+,no,yes,no,sales,medium
0.46,0.54,two,143.0,3+,no,yes,no,sales,medium
0.89,0.82,four,243.0,5+,no,yes,no,sales,medium
0.45,0.5,two,147.0,3+,no,yes,no,sales,low
0.44,0.53,two,159.0,3+,no,yes,no,sales,low
0.74,0.54,five,216.0,3+,no,yes,no,sales,low
0.45,0.54,two,152.0,3+,no,yes,no,sales,low
0.79,0.93,four,226.0,5+,no,yes,no,sales,low
0.79,0.91,five,271.0,5+,no,yes,no,sales,low
0.11,0.87,six,255.0,4+,no,yes,no,sales,low
0.42,0.48,two,140.0,3+,no,yes,no,sales,low
0.64,0.9,six,252.0,2+,no,yes,no,sales,low
0.4,0.55,two,159.0,3+,no,yes,no,sales,low
0.84,0.98,five,270.0,5+,no,yes,no,sales,low
0.73,0.92,five,232.0,5+,no,yes,no,sales,low
0.4,0.51,two,144.0,3+,no,yes,no,accounting,low
0.36,0.45,two,127.0,3+,no,yes,no,accounting,low
0.43,0.47,two,131.0,3+,no,yes,no,accounting,low
0.11,0.78,six,243.0,4+,no,yes,no,hr,low
0.91,1.0,five,244.0,6+,no,yes,no,hr,low
0.8,1.0,five,260.0,5+,no,yes,no,hr,low
0.42,0.49,two,139.0,3+,no,yes,no,hr,low
0.31,0.87,four,184.0,3+,no,yes,no,technical,low
0.44,0.47,two,130.0,3+,no,yes,no,technical,low
0.38,0.54,two,135.0,3+,no,yes,no,technical,medium
0.45,0.56,two,146.0,3+,no,yes,no,technical,medium
0.43,0.46,two,149.0,3+,no,yes,no,technical,medium
0.45,0.46,two,153.0,3+,yes,yes,no,technical,medium
0.43,0.57,two,160.0,3+,no,yes,no,technical,medium
0.43,0.49,two,160.0,3+,no,yes,no,technical,medium
0.09,0.83,six,282.0,4+,no,yes,no,technical,medium
0.43,0.47,two,128.0,3+,no,yes,no,technical,medium
0.79,0.94,four,232.0,5+,no,yes,no,technical,medium
0.85,0.58,three,226.0,2+,no,yes,no,support,medium
0.38,0.45,two,129.0,3+,no,yes,no,support,medium
0.11,0.92,seven,255.0,4+,no,yes,no,support,medium
0.83,0.99,five,258.0,5+,no,yes,no,support,high
0.81,0.91,four,229.0,5+,no,yes,no,support,low
0.42,0.56,two,143.0,3+,no,yes,no,support,medium
0.11,0.87,six,257.0,4+,no,yes,no,support,medium
0.11,0.85,seven,275.0,4+,no,yes,no,support,medium
0.1,0.89,seven,291.0,4+,no,yes,no,support,medium
0.5,0.54,five,153.0,4+,no,yes,no,support,low
0.44,0.49,two,154.0,3+,no,yes,no,support,low
0.11,0.9,six,301.0,4+,no,yes,no,technical,low
0.39,0.52,two,134.0,3+,no,yes,no,technical,low
0.11,0.78,six,245.0,4+,no,yes,no,technical,low
0.36,0.5,two,132.0,3+,no,yes,no,management,low
0.43,0.51,two,130.0,3+,no,yes,no,IT,low
0.4,0.5,two,127.0,3+,no,yes,no,IT,low
0.86,0.84,four,246.0,6+,no,yes,no,IT,low
0.38,0.49,two,145.0,3+,no,yes,no,IT,low
0.46,0.45,two,138.0,3+,no,yes,yes,IT,low
0.37,0.57,two,129.0,3+,no,yes,no,product_mng,low
0.43,0.52,two,150.0,3+,no,yes,no,product_mng,low
0.66,0.93,five,253.0,5+,no,yes,no,product_mng,low
0.37,0.48,two,160.0,3+,no,yes,no,product_mng,low
0.77,0.92,five,235.0,5+,no,yes,no,IT,low
0.38,0.55,two,151.0,3+,no,yes,no,sales,low
0.39,0.54,two,127.0,3+,no,yes,no,sales,low
0.41,0.55,two,151.0,3+,no,yes,no,sales,low
0.1,0.9,seven,290.0,4+,no,yes,no,sales,low
0.09,0.93,six,249.0,4+,no,yes,no,sales,low
0.41,0.47,two,131.0,3+,no,yes,no,marketing,medium
0.39,0.46,two,159.0,3+,no,yes,no,sales,medium
0.83,0.99,four,223.0,5+,no,yes,no,accounting,medium
0.09,0.87,three,214.0,2+,no,yes,no,support,medium
0.75,0.81,five,227.0,5+,no,yes,no,technical,medium
0.44,0.54,two,127.0,3+,no,yes,no,management,medium
0.1,0.84,six,293.0,5+,no,yes,no,marketing,medium
0.42,0.46,two,141.0,3+,no,yes,no,marketing,medium
0.1,0.83,six,300.0,4+,no,yes,no,marketing,medium
0.1,0.86,six,309.0,4+,no,yes,no,sales,medium
0.31,0.77,four,149.0,3+,no,yes,no,sales,medium
0.42,0.54,two,159.0,3+,no,yes,no,sales,medium
0.38,0.5,two,152.0,3+,no,yes,no,sales,high
0.39,0.57,two,158.0,3+,no,yes,no,sales,low
0.1,0.97,six,254.0,5+,no,yes,no,sales,medium
0.11,0.93,six,294.0,4+,no,yes,no,sales,medium
0.1,0.92,seven,269.0,4+,no,yes,no,sales,medium
0.11,0.9,seven,247.0,4+,no,yes,no,sales,medium
0.44,0.65,three,271.0,4+,no,yes,no,sales,low
0.91,0.96,four,232.0,5+,no,yes,no,sales,low
0.72,1.0,four,245.0,5+,no,yes,no,sales,low
0.36,0.46,two,132.0,3+,no,yes,no,sales,low
0.44,0.57,two,131.0,3+,no,yes,no,sales,low
0.85,0.99,five,248.0,5+,no,yes,no,sales,low
0.78,0.93,five,225.0,5+,no,yes,no,sales,low
0.39,0.46,two,156.0,3+,no,yes,no,sales,low
0.78,0.81,three,222.0,2+,no,yes,no,sales,low
0.1,0.92,six,243.0,4+,yes,yes,no,sales,low
0.23,0.99,four,204.0,4+,yes,yes,no,accounting,low
0.11,0.87,six,301.0,4+,no,yes,no,accounting,low
0.9,0.83,five,259.0,5+,no,yes,no,accounting,low
0.91,0.89,four,247.0,5+,no,yes,no,hr,low
0.11,0.79,seven,295.0,4+,no,yes,no,hr,low
0.43,0.54,two,150.0,3+,no,yes,no,hr,low
0.45,0.49,two,151.0,3+,no,yes,no,hr,low
0.11,0.91,five,291.0,4+,no,yes,no,technical,low
0.11,0.93,six,253.0,4+,yes,yes,no,technical,low
0.43,0.5,two,161.0,3+,no,yes,no,technical,low
0.91,0.97,four,251.0,6+,no,yes,no,technical,low
0.43,0.55,two,153.0,3+,no,yes,no,technical,medium
0.85,0.82,five,264.0,6+,no,yes,no,technical,medium
0.1,0.77,six,310.0,4+,no,yes,no,technical,medium
0.81,0.95,five,266.0,5+,no,yes,no,technical,medium
0.36,0.62,four,237.0,2+,no,yes,no,technical,medium
0.45,0.54,two,138.0,3+,no,yes,no,technical,medium
0.86,1.0,five,227.0,5+,no,yes,no,technical,medium
0.71,1.0,four,300.0,5+,no,yes,no,support,medium
0.11,0.97,seven,310.0,4+,no,yes,no,support,medium
0.84,0.93,five,236.0,5+,no,yes,no,support,medium
0.09,0.97,seven,288.0,4+,no,yes,no,support,medium
0.38,0.49,two,127.0,3+,no,yes,no,support,medium
0.15,0.55,six,139.0,4+,no,yes,no,support,high
0.1,0.92,seven,253.0,4+,yes,yes,no,support,low
0.8,0.97,four,218.0,5+,yes,yes,no,support,medium
0.84,0.97,five,251.0,5+,no,yes,no,support,medium
0.11,0.87,six,264.0,4+,no,yes,no,support,medium
0.89,0.79,three,149.0,2+,no,yes,no,support,medium
0.45,0.51,two,138.0,3+,no,yes,no,technical,low
0.11,0.93,seven,284.0,4+,no,yes,no,technical,low
0.74,0.93,five,244.0,5+,no,yes,no,technical,low
0.41,0.5,two,128.0,3+,no,yes,no,management,low
0.44,0.53,two,154.0,3+,no,yes,no,IT,low
0.37,0.56,two,138.0,3+,no,yes,no,IT,low
0.11,0.86,six,308.0,4+,no,yes,no,IT,low
0.1,0.93,six,269.0,4+,no,yes,no,IT,low
0.7,0.74,six,136.0,3+,no,yes,no,IT,low
0.59,1.0,two,160.0,5+,no,yes,no,product_mng,low
0.38,0.53,two,138.0,3+,no,yes,no,product_mng,low
0.72,0.95,four,220.0,5+,no,yes,no,product_mng,low
0.73,1.0,five,274.0,5+,no,yes,no,product_mng,low
0.39,0.48,two,161.0,3+,no,yes,no,IT,low
0.89,0.82,five,224.0,6+,no,yes,no,RandD,low
0.89,1.0,four,260.0,5+,no,yes,no,RandD,low
0.11,0.78,six,300.0,4+,yes,yes,no,RandD,low
0.43,0.56,two,133.0,3+,no,yes,no,RandD,low
0.09,0.93,six,308.0,4+,no,yes,no,RandD,low
0.81,0.9,five,238.0,6+,no,yes,no,marketing,low
0.37,0.53,two,126.0,3+,no,yes,no,sales,low
0.36,0.56,two,138.0,3+,no,yes,no,accounting,medium
0.11,0.85,six,299.0,4+,no,yes,no,support,medium
0.1,0.85,six,254.0,4+,no,yes,no,technical,medium
0.66,0.47,seven,156.0,2+,no,yes,no,management,medium
0.39,0.47,two,152.0,3+,no,yes,no,marketing,medium
0.44,0.51,two,146.0,3+,no,yes,no,marketing,medium
0.1,0.84,six,253.0,4+,no,yes,no,marketing,medium
0.79,0.94,five,227.0,6+,no,yes,no,sales,medium
0.1,0.81,six,301.0,4+,yes,yes,no,sales,medium
0.54,0.94,six,294.0,3+,no,yes,no,sales,medium
0.37,0.47,two,151.0,3+,no,yes,no,sales,medium
0.37,0.57,two,128.0,3+,no,yes,no,sales,medium
0.82,0.89,five,217.0,5+,no,yes,no,sales,high
0.45,0.52,two,160.0,3+,no,yes,no,sales,low
0.79,0.9,five,263.0,5+,no,yes,no,sales,medium
0.42,0.56,two,156.0,3+,no,yes,no,sales,medium
0.1,0.85,six,273.0,4+,no,yes,no,sales,medium
0.11,0.78,six,303.0,4+,no,yes,no,sales,medium
0.74,1.0,four,253.0,5+,no,yes,no,,low
0.1,0.93,six,270.0,4+,no,yes,no,sales,low
0.79,1.0,four,218.0,5+,no,yes,no,sales,low
0.43,0.48,two,144.0,3+,no,yes,no,sales,low
0.41,0.47,two,154.0,3+,no,yes,no,sales,low
0.39,0.55,two,146.0,3+,no,yes,no,sales,low
0.1,0.94,six,260.0,4+,no,yes,no,sales,low
0.82,0.85,five,218.0,5+,no,yes,no,sales,low
0.41,0.46,two,128.0,3+,no,yes,no,accounting,low
0.42,0.56,two,128.0,3+,no,yes,no,accounting,low
0.74,0.88,four,248.0,6+,no,yes,no,accounting,low
0.38,0.57,two,152.0,3+,yes,yes,no,hr,low
0.39,0.56,two,126.0,3+,no,yes,no,hr,low
0.87,0.94,four,260.0,5+,no,yes,no,hr,low
0.1,0.9,five,263.0,4+,no,yes,no,hr,low
0.78,1.0,five,220.0,5+,no,yes,no,technical,low
0.14,0.73,seven,282.0,5+,no,yes,no,technical,low
0.11,0.94,six,277.0,5+,no,yes,no,technical,low
0.91,0.94,five,257.0,5+,no,yes,no,technical,low
0.49,0.63,six,265.0,3+,no,yes,no,technical,low
0.38,0.47,two,143.0,3+,no,yes,no,technical,low
0.82,0.97,five,263.0,5+,no,yes,no,technical,medium
0.38,0.88,three,154.0,4+,no,yes,no,technical,medium
0.89,1.0,five,253.0,5+,no,yes,no,technical,medium
0.11,0.79,six,294.0,4+,no,yes,no,technical,medium
0.37,0.51,two,128.0,3+,no,yes,no,technical,medium
0.38,0.5,two,153.0,3+,no,yes,no,support,medium
0.78,0.87,five,256.0,5+,no,yes,no,support,medium
0.41,0.51,two,127.0,3+,no,yes,no,support,medium
0.41,0.51,two,137.0,3+,no,yes,no,support,medium
0.11,0.83,six,295.0,4+,no,yes,no,support,medium
0.11,0.79,six,281.0,4+,no,yes,no,support,medium
0.43,0.57,two,131.0,3+,yes,yes,no,support,medium
0.75,0.86,five,237.0,5+,no,yes,no,support,high
0.74,0.99,four,276.0,5+,no,yes,no,support,low
0.85,0.85,five,267.0,5+,no,yes,no,support,medium
0.73,0.92,five,266.0,5+,no,yes,no,support,medium
0.1,0.79,six,294.0,4+,no,yes,no,technical,medium
0.44,0.56,two,134.0,3+,no,yes,no,technical,medium
0.3,0.56,three,309.0,4+,yes,yes,no,technical,low
0.11,0.77,seven,273.0,4+,no,yes,no,management,low
0.84,0.83,five,238.0,5+,no,yes,no,IT,low
0.78,0.94,five,271.0,6+,no,yes,no,IT,low
0.43,0.53,two,145.0,3+,no,yes,no,IT,low
0.36,0.55,two,152.0,3+,no,yes,no,IT,low
0.43,0.47,two,128.0,3+,no,yes,no,IT,low
0.45,0.46,two,142.0,3+,no,yes,no,product_mng,low
0.76,0.93,five,238.0,5+,no,yes,no,product_mng,low
0.1,0.78,seven,286.0,4+,no,yes,no,product_mng,low
0.09,0.86,six,291.0,4+,no,yes,no,product_mng,low
0.92,1.0,five,259.0,5+,no,yes,no,IT,low
0.92,0.9,five,248.0,5+,no,yes,no,sales,low
0.79,0.98,four,271.0,5+,no,yes,no,sales,low
0.43,0.51,two,140.0,3+,no,yes,no,sales,low
0.8,0.95,four,274.0,5+,no,yes,no,sales,low
0.44,0.49,two,127.0,3+,yes,yes,no,sales,low
0.89,0.87,five,275.0,6+,no,yes,no,marketing,low
0.48,0.88,three,239.0,3+,no,yes,no,sales,low
0.11,0.82,six,304.0,4+,yes,yes,no,accounting,low
0.38,0.55,two,145.0,3+,no,yes,no,support,low
0.11,0.85,six,259.0,4+,no,yes,no,technical,medium
0.82,0.86,four,264.0,5+,no,yes,no,management,medium
0.37,0.45,two,160.0,3+,no,yes,no,marketing,medium
0.4,0.48,two,138.0,3+,no,yes,no,marketing,medium
0.43,0.47,two,137.0,3+,no,yes,no,marketing,medium
0.44,0.5,two,156.0,3+,no,yes,no,sales,medium
0.42,0.56,two,147.0,3+,no,yes,no,sales,medium
0.11,0.8,seven,243.0,4+,no,yes,no,sales,medium
0.78,0.87,four,236.0,5+,no,yes,no,sales,medium
0.46,0.86,two,212.0,4+,no,yes,no,sales,medium
0.77,0.91,five,261.0,6+,no,yes,no,sales,medium
0.83,0.82,four,243.0,5+,no,yes,no,,medium
0.32,0.58,five,271.0,5+,no,yes,no,sales,high
0.9,0.92,five,154.0,4+,no,yes,no,sales,low
0.42,0.52,two,151.0,3+,no,yes,no,sales,medium
0.1,0.96,six,254.0,4+,yes,yes,no,sales,medium
0.1,0.91,six,285.0,4+,no,yes,no,sales,medium
0.44,0.49,two,130.0,3+,no,yes,no,sales,medium
0.1,0.95,seven,301.0,4+,no,yes,no,sales,low
0.11,0.8,six,286.0,4+,no,yes,no,sales,low
0.1,0.89,six,246.0,4+,no,yes,no,sales,low
0.39,0.47,two,135.0,3+,no,yes,no,sales,low
0.92,0.92,four,245.0,5+,no,yes,no,sales,low
0.43,0.56,two,136.0,3+,no,yes,no,sales,low
